KPI_Code,KPI_Description,KPI_Note,KPI_Order,UNIT_Code,KPI_Compound,KPI_Ext,KPI_Visible,CreatedAt,ModifiedAt,KPI_Name,KPI_Ext_Source,KPI_Ext_Name,CreatedBy,ModifiedBy
KPI_Notes_NSR,Comments and feedback for section 3: 'Reach',NS Reach,39999,text,FALSE,FALSE,TRUE,2022-07-05T11:31:52.69,0001-01-01T00:00:00,Comments and feedback for section 3: 'Reach',,,andras.lazar@ifrc.org,
KPI_noVolCoveredAI_age,Number of volunteers covered by accident insurance - Disaggregated by age (1) or not (0),,10300,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Disaggregated by age (1) or not (0),,,,
KPI_noVolCoveredAI_F_age_13_17,Number of volunteers covered by accident insurance - Female - Age 13 to 17,,10314,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 13 to 17,,,,
KPI_noVolCoveredAI_F_age_18_29,Number of volunteers covered by accident insurance - Female - Age 18 to 29,,10315,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 18 to 29,,,,
KPI_noVolCoveredAI_F_age_18_49,Number of volunteers covered by accident insurance - Female - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,10316,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 18 to 49,,,,
KPI_noVolCoveredAI_F_age_30_39,Number of volunteers covered by accident insurance - Female - Age 30 to 39,,10317,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 30 to 39,,,,
KPI_noVolCoveredAI_F_age_40_49,Number of volunteers covered by accident insurance - Female - Age 40 to 49,,10318,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 40 to 49,,,,
KPI_noVolCoveredAI_F_age_50_59,Number of volunteers covered by accident insurance - Female - Age 50 to 59,,10319,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 50 to 59,,,,
KPI_noVolCoveredAI_F_age_6_12,Number of volunteers covered by accident insurance - Female - Age 6 to 12,,10313,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 6 to 12,,,,
KPI_noVolCoveredAI_F_age_60_69,Number of volunteers covered by accident insurance - Female - Age 60 to 69,,10320,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 60 to 69,,,,
KPI_noVolCoveredAI_F_age_70_79,Number of volunteers covered by accident insurance - Female - Age 70 to 79,,10321,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 70 to 79,,,,
KPI_noVolCoveredAI_F_age_80,Number of volunteers covered by accident insurance - Female - Age 80+,,10322,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age 80+,,,,
KPI_noVolCoveredAI_F_age_Other,Number of volunteers covered by accident insurance - Female - Age Unknown / Not provided,,10323,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Female - Age Unknown / Not provided,,,,
KPI_noVolCoveredAI_isDataNotCollected,Number of volunteers covered by accident insurance - Data collected (1) or no data collected (0) - Applicable if no data provided,,10362,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Data collected (1) or no data collected (0) - Applicable if no data provided,,,,
KPI_noVolCoveredAI_M_age_13_17,Number of volunteers covered by accident insurance - Male - Age 13 to 17,,10303,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 13 to 17,,,,
KPI_noVolCoveredAI_M_age_18_29,Number of volunteers covered by accident insurance - Male - Age 18 to 29,,10304,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 18 to 29,,,,
KPI_noVolCoveredAI_M_age_18_49,Number of volunteers covered by accident insurance - Male - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,10305,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 18 to 49,,,,
KPI_noVolCoveredAI_M_age_30_39,Number of volunteers covered by accident insurance - Male - Age 30 to 39,,10306,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 30 to 39,,,,
KPI_noVolCoveredAI_M_age_40_49,Number of volunteers covered by accident insurance - Male - Age 40 to 49,,10307,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 40 to 49,,,,
KPI_noVolCoveredAI_M_age_50_59,Number of volunteers covered by accident insurance - Male - Age 50 to 59,,10308,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 50 to 59,,,,
KPI_noVolCoveredAI_M_age_6_12,Number of volunteers covered by accident insurance - Male - Age 6 to 12,,10302,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 6 to 12,,,,
KPI_noVolCoveredAI_M_age_60_69,Number of volunteers covered by accident insurance - Male - Age 60 to 69,,10309,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 60 to 69,,,,
KPI_noVolCoveredAI_M_age_70_79,Number of volunteers covered by accident insurance - Male - Age 70 to 79,,10310,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 70 to 79,,,,
KPI_noVolCoveredAI_M_age_80,Number of volunteers covered by accident insurance - Male - Age 80+,,10311,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age 80+,,,,
KPI_noVolCoveredAI_M_age_Other,Number of volunteers covered by accident insurance - Male - Age Unknown / Not provided,,10312,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Male - Age Unknown / Not provided,,,,
KPI_noVolCoveredAI_OtherSex_age_13_17,Number of volunteers covered by accident insurance - Third Gender - Age 13 to 17,,10325,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 13 to 17,,,,
KPI_noVolCoveredAI_OtherSex_age_18_29,Number of volunteers covered by accident insurance - Third Gender - Age 18 to 29,,10326,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 18 to 29,,,,
KPI_noVolCoveredAI_OtherSex_age_30_39,Number of volunteers covered by accident insurance - Third Gender - Age 30 to 39,,10327,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 30 to 39,,,,
KPI_noVolCoveredAI_OtherSex_age_40_49,Number of volunteers covered by accident insurance - Third Gender - Age 40 to 49,,10328,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 40 to 49,,,,
KPI_noVolCoveredAI_OtherSex_age_50_59,Number of volunteers covered by accident insurance - Third Gender - Age 50 to 59,,10329,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 50 to 59,,,,
KPI_noVolCoveredAI_OtherSex_age_6_12,Number of volunteers covered by accident insurance - Third Gender - Age 6 to 12,,10324,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 6 to 12,,,,
KPI_noVolCoveredAI_OtherSex_age_60_69,Number of volunteers covered by accident insurance - Third Gender - Age 60 to 69,,10330,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 60 to 69,,,,
KPI_noVolCoveredAI_OtherSex_age_70_79,Number of volunteers covered by accident insurance - Third Gender - Age 70 to 79,,10331,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 70 to 79,,,,
KPI_noVolCoveredAI_OtherSex_age_80,Number of volunteers covered by accident insurance - Third Gender - Age 80+,,10332,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age 80+,,,,
KPI_noVolCoveredAI_OtherSex_age_Other,Number of volunteers covered by accident insurance - Third Gender - Age Unknown / Not provided,,10333,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Third Gender - Age Unknown / Not provided,,,,
KPI_noVolCoveredAI_sex,Number of volunteers covered by accident insurance - Disaggregated by sex (1) or not (0),,10301,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Disaggregated by sex (1) or not (0),,,,
KPI_noVolCoveredAI_Tot,Number of volunteers covered by accident insurance - Total,NS Governance & Structure,10360,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total,,,,
KPI_noVolCoveredAI_Tot_age_13_17,Number of volunteers covered by accident insurance - Total - Age 13 to 17,,10346,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 13 to 17,,,,
KPI_noVolCoveredAI_Tot_age_18_29,Number of volunteers covered by accident insurance - Total - Age 18 to 29,,10347,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 18 to 29,,,,
KPI_noVolCoveredAI_Tot_age_18_49,Number of volunteers covered by accident insurance - Total - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,10348,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 18 to 49,,,,
KPI_noVolCoveredAI_Tot_age_30_39,Number of volunteers covered by accident insurance - Total - Age 30 to 39,,10349,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 30 to 39,,,,
KPI_noVolCoveredAI_Tot_age_40_49,Number of volunteers covered by accident insurance - Total - Age 40 to 49,,10350,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 40 to 49,,,,
KPI_noVolCoveredAI_Tot_age_50_59,Number of volunteers covered by accident insurance - Total - Age 50 to 59,,10351,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 50 to 59,,,,
KPI_noVolCoveredAI_Tot_age_6_12,Number of volunteers covered by accident insurance - Total - Age 6 to 12,,10345,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 6 to 12,,,,
KPI_noVolCoveredAI_Tot_age_60_69,Number of volunteers covered by accident insurance - Total - Age 60 to 69,,10352,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 60 to 69,,,,
KPI_noVolCoveredAI_Tot_age_70_79,Number of volunteers covered by accident insurance - Total - Age 70 to 79,,10353,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 70 to 79,,,,
KPI_noVolCoveredAI_Tot_age_80,Number of volunteers covered by accident insurance - Total - Age 80+,,10354,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age 80+,,,,
KPI_noVolCoveredAI_Tot_age_Other,Number of volunteers covered by accident insurance - Total - Age Unknown / Not provided,,10355,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Age Unknown / Not provided,,,,
KPI_noVolCoveredAI_Tot_F,Number of volunteers covered by accident insurance - Total Female,,10357,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total Female,,,,
KPI_noVolCoveredAI_Tot_M,Number of volunteers covered by accident insurance - Total Male,,10356,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total Male,,,,
KPI_noVolCoveredAI_Tot_OtherSex,Number of volunteers covered by accident insurance - Total Third Gender,,10358,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total Third Gender,,,,
KPI_noVolCoveredAI_Tot_UnknownSex,Number of volunteers covered by accident insurance - Total Gender Unknown / not provided,,10359,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total Gender Unknown / not provided,,,,
KPI_noVolCoveredAI_UnknownSex_age_13_17,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 13 to 17,,10335,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 13 to 17,,,,
KPI_noVolCoveredAI_UnknownSex_age_18_29,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 18 to 29,,10336,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 18 to 29,,,,
KPI_noVolCoveredAI_UnknownSex_age_18_49,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,10337,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 18 to 49,,,,
KPI_noVolCoveredAI_UnknownSex_age_30_39,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 30 to 39,,10338,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 30 to 39,,,,
KPI_noVolCoveredAI_UnknownSex_age_40_49,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 40 to 49,,10339,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 40 to 49,,,,
KPI_noVolCoveredAI_UnknownSex_age_50_59,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 50 to 59,,10340,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 50 to 59,,,,
KPI_noVolCoveredAI_UnknownSex_age_6_12,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 6 to 12,,10334,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 6 to 12,,,,
KPI_noVolCoveredAI_UnknownSex_age_60_69,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 60 to 69,,10341,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 60 to 69,,,,
KPI_noVolCoveredAI_UnknownSex_age_70_79,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 70 to 79,,10342,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 70 to 79,,,,
KPI_noVolCoveredAI_UnknownSex_age_80,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 80+,,10343,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age 80+,,,,
KPI_noVolCoveredAI_UnknownSex_age_Other,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age Unknown / Not provided,,10344,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Gender Unknown / not provided - Age Unknown / Not provided,,,,
KPI_noVolCoveredAI_Validated,Number of volunteers covered by accident insurance - Total - Data validated,,10361,logical,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteers covered by accident insurance - Total - Data validated,,,,
KPI_noVolDeathsDuty_age,Number of volunteer deaths on duty - Disaggregated by age (1) or not (0),,10400,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Disaggregated by age (1) or not (0),,,,
KPI_noVolDeathsDuty_F_age_13_17,Number of volunteer deaths on duty - Female - Age 13 to 17,,10414,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 13 to 17,,,,
KPI_noVolDeathsDuty_F_age_18_29,Number of volunteer deaths on duty - Female - Age 18 to 29,,10415,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 18 to 29,,,,
KPI_noVolDeathsDuty_F_age_18_49,Number of volunteer deaths on duty - Female - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,10416,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 18 to 49,,,,
KPI_noVolDeathsDuty_F_age_30_39,Number of volunteer deaths on duty - Female - Age 30 to 39,,10417,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 30 to 39,,,,
KPI_noVolDeathsDuty_F_age_40_49,Number of volunteer deaths on duty - Female - Age 40 to 49,,10418,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 40 to 49,,,,
KPI_noVolDeathsDuty_F_age_50_59,Number of volunteer deaths on duty - Female - Age 50 to 59,,10419,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 50 to 59,,,,
KPI_noVolDeathsDuty_F_age_6_12,Number of volunteer deaths on duty - Female - Age 6 to 12,,10413,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 6 to 12,,,,
KPI_noVolDeathsDuty_F_age_60_69,Number of volunteer deaths on duty - Female - Age 60 to 69,,10420,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 60 to 69,,,,
KPI_noVolDeathsDuty_F_age_70_79,Number of volunteer deaths on duty - Female - Age 70 to 79,,10421,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 70 to 79,,,,
KPI_noVolDeathsDuty_F_age_80,Number of volunteer deaths on duty - Female - Age 80+,,10422,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age 80+,,,,
KPI_noVolDeathsDuty_F_age_Other,Number of volunteer deaths on duty - Female - Age Unknown / Not provided,,10423,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Female - Age Unknown / Not provided,,,,
KPI_noVolDeathsDuty_isDataNotCollected,Number of volunteer deaths on duty - Data collected (1) or no data collected (0) - Applicable if no data provided,,10462,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Data collected (1) or no data collected (0) - Applicable if no data provided,,,,
KPI_noVolDeathsDuty_M_age_13_17,Number of volunteer deaths on duty - Male - Age 13 to 17,,10403,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 13 to 17,,,,
KPI_noVolDeathsDuty_M_age_18_29,Number of volunteer deaths on duty - Male - Age 18 to 29,,10404,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 18 to 29,,,,
KPI_noVolDeathsDuty_M_age_18_49,Number of volunteer deaths on duty - Male - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,10405,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 18 to 49,,,,
KPI_noVolDeathsDuty_M_age_30_39,Number of volunteer deaths on duty - Male - Age 30 to 39,,10406,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 30 to 39,,,,
KPI_noVolDeathsDuty_M_age_40_49,Number of volunteer deaths on duty - Male - Age 40 to 49,,10407,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 40 to 49,,,,
KPI_noVolDeathsDuty_M_age_50_59,Number of volunteer deaths on duty - Male - Age 50 to 59,,10408,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 50 to 59,,,,
KPI_noVolDeathsDuty_M_age_6_12,Number of volunteer deaths on duty - Male - Age 6 to 12,,10402,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 6 to 12,,,,
KPI_noVolDeathsDuty_M_age_60_69,Number of volunteer deaths on duty - Male - Age 60 to 69,,10409,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 60 to 69,,,,
KPI_noVolDeathsDuty_M_age_70_79,Number of volunteer deaths on duty - Male - Age 70 to 79,,10410,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 70 to 79,,,,
KPI_noVolDeathsDuty_M_age_80,Number of volunteer deaths on duty - Male - Age 80+,,10411,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age 80+,,,,
KPI_noVolDeathsDuty_M_age_Other,Number of volunteer deaths on duty - Male - Age Unknown / Not provided,,10412,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Male - Age Unknown / Not provided,,,,
KPI_noVolDeathsDuty_OtherSex_age_13_17,Number of volunteer deaths on duty - Third Gender - Age 13 to 17,,10425,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 13 to 17,,,,
KPI_noVolDeathsDuty_OtherSex_age_18_29,Number of volunteer deaths on duty - Third Gender - Age 18 to 29,,10426,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 18 to 29,,,,
KPI_noVolDeathsDuty_OtherSex_age_30_39,Number of volunteer deaths on duty - Third Gender - Age 30 to 39,,10427,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 30 to 39,,,,
KPI_noVolDeathsDuty_OtherSex_age_40_49,Number of volunteer deaths on duty - Third Gender - Age 40 to 49,,10428,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 40 to 49,,,,
KPI_noVolDeathsDuty_OtherSex_age_50_59,Number of volunteer deaths on duty - Third Gender - Age 50 to 59,,10429,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 50 to 59,,,,
KPI_noVolDeathsDuty_OtherSex_age_6_12,Number of volunteer deaths on duty - Third Gender - Age 6 to 12,,10424,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 6 to 12,,,,
KPI_noVolDeathsDuty_OtherSex_age_60_69,Number of volunteer deaths on duty - Third Gender - Age 60 to 69,,10430,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 60 to 69,,,,
KPI_noVolDeathsDuty_OtherSex_age_70_79,Number of volunteer deaths on duty - Third Gender - Age 70 to 79,,10431,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 70 to 79,,,,
KPI_noVolDeathsDuty_OtherSex_age_80,Number of volunteer deaths on duty - Third Gender - Age 80+,,10432,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age 80+,,,,
KPI_noVolDeathsDuty_OtherSex_age_Other,Number of volunteer deaths on duty - Third Gender - Age Unknown / Not provided,,10433,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Third Gender - Age Unknown / Not provided,,,,
KPI_noVolDeathsDuty_sex,Number of volunteer deaths on duty - Disaggregated by sex (1) or not (0),,10401,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Disaggregated by sex (1) or not (0),,,,
KPI_noVolDeathsDuty_Tot,Number of volunteer deaths on duty - Total,NS Governance & Structure,10460,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Total,,,,
KPI_noVolDeathsDuty_Tot_age_13_17,Number of volunteer deaths on duty - Total - Age 13 to 17,,10446,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Total - Age 13 to 17,,,,
KPI_noVolDeathsDuty_Tot_age_18_29,Number of volunteer deaths on duty - Total - Age 18 to 29,,10447,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Total - Age 18 to 29,,,,
KPI_noVolDeathsDuty_Tot_age_18_49,Number of volunteer deaths on duty - Total - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,10448,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of volunteer deaths on duty - Total - Age 18 to 49,,,,
